IPO Date,Symbol,Company Name,IPO Price,Current,Return,Market Cap,Shares Offered,Deal Size,Open Price,Return (Open),Exchange,Sector,Industry,Country,Employees,Founded,Volume,Rating,Div. ($),Div. Yield,Div. Growth,Revenue,Rev. Growth,Rev. Growth (Q),Gross Profit,GP Growth,Net Income,NetInc Growth,EBITDA,Investing CF,Financing CF,Profit Margin,Tax / Revenue,Equity,Working Capital
2020-10-15,TMTS,Spartacus Acquisition Corporation,10.00,10.86,8.60%,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,
2020-10-15,MOTN,Motion Acquisition Corp.,10.00,10.25,2.50%,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,
2020-10-14,CDAKQ,"Codiak BioSciences, Inc.",15.00,,,,5500000,82500000,,,,Healthcare,Biotechnology,United States,102,2015,,,,,,,,,,,,,,,,,,,
2020-10-14,FVAM,5:01 Acquisition Corp.,10.00,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-09,STTK,"Shattuck Labs, Inc.",17.00,9.78,-42.47%,464303544,11882352,201999984,22.10,-55.75%,NASDAQ,Healthcare,Biotechnology,United States,75,2016,112149,Strong Buy,,,,1657000,154.14%,83.08%,1657000,154.14%,-87298000,,-82892000,110859000,48616000,-5268.44%,,144705000,131767000
2020-10-09,IH,iHuman Inc.,12.00,1.75,-85.42%,93349433,7000000,84000000,12.12,-85.56%,NYSE,Consumer Staples,Education & Training Services,China,770,1996,20043,,,,,143602116,3.31%,-3.93%,99551565,4.35%,25515797,64.73%,29573097,-898388,-1304036,17.77%,2.08%,132198421,123071827
2020-10-09,KRON,"Kronos Bio, Inc.",19.00,0.98,-94.84%,58893100,13157895,250000005,28.50,-96.56%,NASDAQ,Healthcare,Biotechnology,United States,62,2017,751611,Strong Buy,,,,6288000,,,6288000,,-112673000,,-107757000,66368000,567000,-1791.87%,,159078000,154083000
2020-10-09,SPRB,"Spruce Biosciences, Inc.",15.00,0.70,-95.33%,28845589,6000000,90000000,18.14,-96.14%,NASDAQ,Healthcare,Biotechnology,United States,29,2014,377316,Hold,,,,10089000,,,10089000,,-47919000,,-47136000,55777000,49140000,-474.96%,,76509000,77718000
2020-10-09,INTZ,Intrusion Inc.,8.00,1.92,-76.00%,3733786,3100000,24800000,168.00,-98.86%,NASDAQ,Technology,Software - Infrastructure,United States,44,1983,522562,Buy,,,,5611000,-25.47%,-5.40%,4354000,4.29%,-13891000,,-10344000,-1448000,6339000,-247.57%,,-9555000,-13123000
2020-10-09,IPOE,Social Capital Hedosophia Holdings Corp. V,10.00,20.15,101.50%,,,,,,,Financial Services,Shell Companies,United States,,,,,,,,,,,,,,,,,,,,,
2020-10-09,IPOF,Social Capital Hedosophia Holdings Corp. VI,10.00,10.03,0.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-09,IPOD,Social Capital Hedosophia Holdings Corp. IV,10.00,10.03,0.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-09,LCY,"Landcadia Holdings III, Inc.",10.00,12.17,21.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-08,FUBO,fuboTV Inc.,10.00,1.37,-86.30%,410319110,18300000,183000000,11.00,-87.55%,NYSE,Communication Services,Broadcasting,United States,530,,3282036,Buy,,,,1368225000,35.64%,28.46%,86148000,,-287454000,,-234999000,-25417000,111233000,-21.01%,-0.06%,283825000,-130591000
2020-10-08,ELUT,Elutia Inc.,17.00,2.89,-83.00%,92790400,2941176,49999992,17.32,-83.31%,NASDAQ,Healthcare,Medical Devices,MD,54,2015,255,Strong Buy,,,,24745000,3.76%,-10.81%,11053000,-5.03%,-37656000,,-28084000,14208000,9840000,-152.18%,0.11%,-38600000,-11784000
2020-10-08,PAIC,"Petra Acquisition, Inc.",10.00,8.32,-16.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-07,SQFT,"Presidio Property Trust, Inc.",5.00,0.92,-81.53%,12124150,500000,2500000,4.80,-80.76%,NASDAQ,Real Estate,REIT - Diversified,United States,15,,78406,,0.07,7.47%,-63.89%,17635614,-0.72%,0.17%,11672696,-2.10%,8027600,,20241294,120310730,-131806866,45.52%,-1.90%,50932994,
2020-10-07,NGAC,NextGen Acquisition Corporation,10.00,8.83,-11.70%,,,,,,,,,United States,1,,,,,,,,,,,,,,,,,,,,
2020-10-07,PACE,TPG Pace Tech Opportunities Corp.,10.00,11.20,12.00%,,,,,,,Financial Services,Shell Companies,United States,,,,,,,,,,,,,,,,,,,,,
2020-10-07,TPGY,TPG Pace Beneficial Finance Corp.,10.00,10.04,0.40%,,,,,,,Financial Services,Shell Companies,United States,,,,Buy,,,,,,,,,,,,,,,,,
2020-10-07,EMPW,Empower Ltd.,10.00,9.80,-2.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-07,MAAC,Montes Archimedes Acquisition Corp.,10.00,9.35,-6.50%,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,
2020-10-06,FMAC,FirstMark Horizon Acquisition Corp.,10.00,9.63,-3.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-02,ASO,"Academy Sports and Outdoors, Inc.",13.00,59.07,354.38%,4395126978,15625000,203125000,12.10,388.18%,NASDAQ,Consumer Discretionary,Specialty Retail,United States,22000,1938,1149379,Strong Buy,0.44,0.74%,20.63%,6159291000,-3.69%,2.77%,2110211000,-4.62%,519190000,-17.33%,836866000,-206139000,-318865000,8.43%,2.34%,1954650000,765042000
2020-10-02,AVAN,Avanti Acquisition Corp.,10.00,10.04,0.40%,753000000,60000000,600000000,,,NYSE,Blank Check / SPAC,Blank Check / SPAC,Cayman Islands,,,7603984,,,,,,,,,,44783143,10827.62%,44783143,,375000,,,-24704245,-709248
2020-10-02,VYGG,Vy Global Growth,10.00,10.05,0.50%,722343744,50000000,500000000,,,,Financial Services,Shell Companies,Cayman Islands,,,,,,,,,,,,,33993476,,33993476,,,,,-24750907,219093
2020-10-02,IMNM,"Immunome, Inc.",12.00,14.26,18.83%,609326948,3250000,39000000,15.66,-8.94%,NASDAQ,Healthcare,Biotechnology,United States,55,2006,729858,Strong Buy,,,,14018000,,,14018000,,-106806000,,-106078000,-30484000,116408000,-761.92%,,119882000,122874000
2020-10-02,CCCC,"C4 Therapeutics, Inc.",19.00,6.24,-67.16%,428068368,9600000,182400000,26.60,-76.54%,NASDAQ,Healthcare,Biotechnology,United States,145,2015,1417958,Buy,,,,20756000,-33.25%,14.26%,20756000,-33.25%,-132493000,,-121801000,158349000,45489000,-638.34%,6.17%,246114000,228423000
2020-10-02,ONCR,"Oncorus, Inc.",15.00,0.13,-99.16%,3287944,5800000,87000000,,,,Healthcare,Biotechnology,United States,64,2015,,,,,,,,,,,,,,,,,,,
2020-10-02,ASAQ,Atlantic Street Acquisition Corp.,10.00,10.03,0.30%,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,
2020-10-02,SEAH,Sports Entertainment Acquisition Corp.,10.00,8.01,-19.90%,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,
2020-10-02,IACA,ION Acquisition Corp 1 Ltd.,10.00,10.54,5.40%,,,,,,,,,Israel,,,,,,,,,,,,,,,,,,,,,
2020-10-02,APSG,Apollo Strategic Growth Capital,10.00,7.39,-26.10%,,,,,,,Financial Services,Shell Companies,United States,,,,,,,,,,,,,,,,,,,,,
2020-10-02,VGAC,VG Acquisition Corp.,10.00,10.99,9.90%,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,
2020-10-01,THRY,"Thryv Holdings, Inc.",10.17,22.88,124.98%,813562464,26726538,271808891,14.00,63.43%,NASDAQ,Communication Services,Internet Content & Information,United States,2988,,100179,Strong Buy,,,,916961000,-23.74%,-15.47%,578247000,-25.90%,-259295000,,-135565000,-42516000,-103493000,-28.28%,-0.14%,152700000,3678000
2020-10-01,AVO,"Mission Produce, Inc.",12.00,11.47,-4.42%,812613943,8000000,96000000,12.25,-6.37%,NASDAQ,Consumer Staples,Food Distribution,United States,3300,1983,160407,Buy,,,,999100000,-4.19%,21.17%,103000000,4.78%,6000000,,66900000,-46100000,6300000,0.60%,0.60%,505100000,136600000
2020-10-01,LUNG,Pulmonx Corporation,19.00,7.30,-61.58%,281323020,10000000,190000000,40.00,-81.75%,NASDAQ,Healthcare,Medical Devices,United States,279,,186173,Strong Buy,,,,68675000,27.98%,24.98%,50752000,27.31%,-60843000,,-52806000,-2007000,21400000,-88.60%,0.83%,118315000,127265000
2020-10-01,RCHG,Recharge Acquisition Corp.,10.00,10.12,1.20%,253506000,20000000,200000000,,,,Blank Check / SPAC,Blank Check / SPAC,United States,,2020,,,,,,,,,,,12716931,,12738494,217500,,,,-8180933,-118289
2020-10-01,IGAC,IG Acquisition Corp.,10.00,10.12,1.20%,101562296,30000000,300000000,,,NASDAQ,Blank Check / SPAC,Blank Check / SPAC,United States,,,5100,,,,,,,,,,14989682,,15252129,276101547,-275109275,,,-15542379,
2020-10-01,LXEH,"Lixiang Education Holding Co., Ltd.",9.25,0.43,-95.38%,4980514,3333400,30833950,20.00,-97.87%,NASDAQ,Consumer Staples,Education & Training Services,China,272,2001,186192,,,,,7240436,,,1188030,,-1515176,,,,,-20.93%,0.80%,34736722,26952603
2020-10-01,IMPX,AEA-Bridges Impact Corp.,10.00,9.39,-6.10%,,,,,,,Consumer Discretionary,Automobiles,Cayman Islands,,,,,,,,,,,,,,,,,,,,,
2020-10-01,AGC,Altimeter Growth Corp.,10.00,11.01,10.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-30,PLTR,Palantir Technologies Inc.,7.25,21.71,199.45%,45827639000,257135415,1864231759,10.00,117.10%,NYSE,Technology,Software - Infrastructure,United States,3735,2003,25481617,Hold,,,,2225012000,16.75%,19.61%,1793907000,19.81%,209825000,,313384000,-2711180000,218839000,9.43%,0.89%,3475561000,3392600000
2020-09-30,ASAN,"Asana, Inc.",21.00,14.62,-30.38%,3286686893,30030516,630640836,27.00,-45.85%,NYSE,Technology,Software - Application,United States,1840,2008,1165653,Hold,,,,652504000,19.24%,13.91%,587980000,19.84%,-257030000,,-216939000,-289135000,16777000,-39.39%,0.57%,326396000,292503000
2020-09-30,CD,Chindata Group Holdings Limited,13.50,8.45,-37.41%,3097769984,40000000,540000000,,,,Technology,Information Technology Services,China,1450,2015,,,,,,,,,,,,,,,,,,,
2020-09-30,YALA,Yalla Group Limited,7.50,4.68,-37.60%,741981745,18600000,139500000,9.75,-52.00%,NYSE,Technology,Software - Application,United Arab Emirates,829,,94216,,,,,318877564,5.03%,7.74%,204350390,7.67%,117342777,47.13%,123387442,-226124947,-7553518,36.80%,0.84%,567677254,493809653
2020-09-30,BQ,Boqii Holding Limited,10.00,0.28,-97.18%,1711406,7000000,70000000,200.00,-99.86%,NYSEAMERICAN,Consumer Discretionary,Specialty Retail,China,256,2008,972153,,,,,122673453,-24.83%,,25874722,-22.76%,-15318707,,,,,-12.49%,-0.11%,30030774,27957578
2020-09-30,CLII,Climate Change Crisis Real Impact I Acquisition Corporation,10.00,14.36,43.60%,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,
2020-09-30,FGNA,FG New America Acquisition Corp.,10.00,9.97,-0.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-30,VSPR,Vesper Healthcare Acquisition Corp.,10.00,12.49,24.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-30,QELL,Qell Acquisition Corp.,10.00,9.41,-5.90%,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,
2020-09-29,ORPHY,Orphazyme A/S,11.00,,,1059366,7616146,83777606,10.80,,,Healthcare,Biotechnology,Denmark,62,2009,,,,,,3285037,,,3285037,,-14225420,,-14286584,121473,-1355447,-433.04%,-23.51%,11149966,10365811
2020-09-25,PRLD,Prelude Therapeutics Incorporated,19.00,4.04,-78.74%,273794234,8325000,158175000,25.23,-83.99%,NASDAQ,Healthcare,Biotechnology,United States,128,2016,112452,Hold,,,,,,,,,-121832000,,-118727000,-34646000,136395000,,,237090000,213760000
2020-09-25,GLSI,"Greenwich LifeSciences, Inc.",5.75,12.34,114.61%,158919456,1260870,7250003,5.75,114.61%,NASDAQ,Healthcare,Biotechnology,United States,3,2006,30884,Strong Buy,,,,,,,,,-8891803,,-8888191,,,,,6700409,6700409
2020-09-25,GRAY,"Graybug Vision, Inc.",16.00,5.50,-65.62%,120983500,5625000,90000000,19.00,-71.05%,NASDAQ,Healthcare,Biotechnology,United States,13,2011,24628,Sell,,,,,,,,,-35605000,,-34990000,26958000,-139000,,,35971000,35971000
2020-09-25,PMVP,"PMV Pharmaceuticals, Inc.",18.00,1.71,-90.50%,87968385,11765000,211770000,35.00,-95.11%,NASDAQ,Healthcare,Biotechnology,United States,63,2013,310963,Strong Buy,,,,,,,,,-68960000,,-68071000,-50545000,35577000,,,225689000,193380000
2020-09-25,VIAOY,Via Optronics Ag,15.00,0.09,-99.40%,17465854,6250000,93750000,12.00,-99.25%,OTCMKTS,Technology,Electronic Components,Germany,,2005,131082,,,,,210000000,17.65%,27.33%,17381303,-34.68%,-9600000,,,,,-4.57%,0.31%,61800188,42380337
2020-09-25,AMST,Amesite Inc.,5.00,3.50,-30.00%,8898540,3100000,15500000,59.40,-94.11%,NASDAQ,Technology,Software - Application,United States,12,,1684192,,,,,432364,-51.12%,-82.52%,432364,-51.12%,-3672785,,-3060617,-337329,2,-849.47%,,4376352,3681599
2020-09-25,SYTA,Siyata Mobile Inc.,7.25,2.81,-61.24%,1707033,1517241,10999997,3500.00,-99.92%,NASDAQ,Technology,Communication Equipment,Canada,23,,36824,Hold,,,,8233301,27.02%,-11.08%,2657929,91.23%,-12931794,,-10335022,-2274797,9602586,-157.07%,,9707340,1283021
2020-09-25,FTIV,FinTech Acquisition Corp. IV,10.00,13.28,32.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-25,VACQ,Vector Acquisition Corporation,10.00,11.57,15.70%,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,
2020-09-24,TSHA,"Taysha Gene Therapies, Inc.",20.00,2.30,-88.50%,430141400,6578950,131579000,22.25,-89.66%,NASDAQ,Healthcare,Biotechnology,United States,52,2019,1416233,Strong Buy,,,,15451000,517.55%,44.04%,15451000,517.55%,-111566000,,-104015000,-7352000,136393000,-722.06%,,74937000,113112000
2020-09-24,PDAC,Peridot Acquisition Corp.,10.00,11.23,12.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-23,BSY,"Bentley Systems, Incorporated",22.00,54.37,147.14%,16165633432,10750000,236500000,28.00,94.18%,NASDAQ,Technology,Software - Application,United States,5200,1984,987579,Buy,0.24,0.44%,50.00%,1228413000,11.77%,8.26%,962330000,11.63%,326787000,86.97%,295200000,-60504000,-359074000,26.60%,-11.66%,883278000,-340806000
2020-09-23,GDRX,"GoodRx Holdings, Inc.",33.00,7.08,-78.55%,2796584006,34615384,1142307672,46.00,-84.61%,NASDAQ,Healthcare,Health Information Services,United States,694,,558364,Buy,,,,750265000,-2.12%,6.81%,683340000,-2.59%,-8868000,,112928000,-55766000,-167395000,-1.18%,-6.22%,761958000,750231000
2020-09-23,CRSR,"Corsair Gaming, Inc.",17.00,11.13,-34.53%,1149795780,14000000,238000000,15.12,-26.39%,NASDAQ,Technology,Computer Hardware,United States,2387,1994,304114,Buy,,,,1459875000,6.17%,4.65%,360263000,21.45%,3187000,,63086000,-26981000,-37387000,0.22%,-0.17%,667575000,293102000
2020-09-23,LSF,"Laird Superfood, Inc.",22.00,1.98,-91.00%,18965885,2650000,58300000,33.55,-94.10%,NYSEAMERICAN,Consumer Staples,Packaged Foods,United States,25,2015,99726,Hold,,,,34224198,-4.48%,2.65%,10313277,98.82%,-10163117,,-9841746,690307,-27422,-29.70%,0.04%,13412619,11961797
2020-09-23,ASPL,Aspirational Consumer Lifestyle Corp.,10.00,9.93,-0.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-23,ACTC,ArcLight Clean Transition Corp.,10.00,18.09,80.90%,,,,,,,Financial Services,Shell Companies,United States,,,,,,,,,,,,,,,,,,,,,
2020-09-23,VIH,VPC Impact Acquisition Holdings,10.00,9.36,-6.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-22,PMVC,PMV Consumer Acquisition Corp.,10.00,10.02,0.20%,62340532,17500000,175000000,,,OTCMKTS,Blank Check / SPAC,Blank Check / SPAC,United States,,,1939,,,,,,,,,,13771071,186.24%,-15093847,,,,,20296015,933155
2020-09-22,FCAC,Falcon Capital Acquisition Corp.,10.00,9.00,-10.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-18,U,Unity Software Inc.,52.00,23.32,-55.15%,8862043080,25000000,1300000000,75.00,-68.91%,NYSE,Technology,Software - Application,United States,6784,2004,5322738,Buy,,,,2187317000,57.25%,35.10%,1453595000,53.25%,-822011000,,-264567000,44040000,-174015000,-37.58%,1.30%,3182642000,1430788000
2020-09-18,CMPS,COMPASS Pathways plc,17.00,7.86,-53.76%,486875682,7620000,129540000,23.40,-66.41%,NASDAQ,Healthcare,Medical Care Facilities,United Kingdom,186,,1492650,Strong Buy,,,,,,,,,-118464000,,-113211000,-64000,173830000,,,225744000,241692000
2020-09-18,VTRU,Vitru Limited,16.00,13.78,-13.88%,466125036,6000000,96000000,16.25,-15.20%,NASDAQ,Consumer Staples,Education & Training Services,Brazil,5711,2014,7302,Buy,,,,402982546,48.98%,18.14%,250594973,58.65%,22339220,16.58%,130853699,-155782670,106295277,5.54%,-0.62%,442781449,16768736
2020-09-18,NMMC,North Mountain Merger Corp.,10.00,10.02,0.20%,165477312,11500000,115000000,,,,Financial Services,Shell Companies,United States,,,,,,,,,,,,,9827412,,9835789,,,,,-8134255,-464371
2020-09-18,ATHA,"Athira Pharma, Inc.",17.00,1.92,-88.71%,73587264,12000000,204000000,19.95,-90.38%,NASDAQ,Healthcare,Biotechnology,United States,65,,155957,Strong Buy,,,,,,,,,-117672000,,-116489000,95089000,493000,,,130188000,125889000
2020-09-18,AHAC,Alpha Healthcare Acquisition Corp.,10.00,10.96,9.60%,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,
2020-09-17,PTVE,Pactiv Evergreen Inc.,14.00,15.26,9.00%,2733813618,41026000,574364000,12.75,19.69%,NASDAQ,Consumer Discretionary,Packaging & Containers,United States,15000,,293308,Strong Buy,0.40,2.62%,,5510000000,-11.41%,-13.69%,733000000,-26.48%,-223000000,,619000000,-272000000,-633000000,-4.05%,-0.05%,1345000000,793000000
2020-09-17,BNL,"Broadstone Net Lease, Inc.",17.00,14.35,-15.59%,2693595450,33500000,569500000,,,NYSE,Real Estate,REIT - Diversified,United States,74,,1081943,Hold,1.13,7.88%,3.67%,442888000,8.68%,-6.36%,261686000,13.32%,155478000,27.32%,389075000,24338000,-334820000,35.11%,0.17%,3049241000,
2020-09-17,DYN,"Dyne Therapeutics, Inc.",19.00,23.70,24.71%,1921809040,12300000,233700000,22.59,4.89%,NASDAQ,Healthcare,Biotechnology,United States,123,1984,703276,Strong Buy,,,,,,,,,-235937000,,-233476000,83311000,54322000,,,91292000,78280000
2020-09-17,SUMO,"Sumo Logic, Inc.",22.00,12.04,-45.27%,1494019520,14800000,325600000,26.64,-54.80%,NASDAQ,Technology,Software - Infrastructure,United States,983,2010,5262677,Hold,,,,300668000,24.18%,18.95%,203117000,23.99%,-124815000,,-82122000,6271000,18695000,-41.51%,0.93%,375110000,195615000
2020-09-17,AMWL,American Well Corporation,18.00,0.54,-97.00%,160152452,41222222,741999996,25.51,-97.89%,NYSE,Healthcare,Health Information Services,United States,1104,2006,1803465,Hold,,,,259047000,-6.55%,-10.80%,94760000,-18.85%,-675164000,,-639792000,-19168000,2147000,-260.63%,1.49%,464219000,355785000
2020-09-17,OACB,Oaktree Acquisition Corp. II,10.00,9.38,-6.20%,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,
2020-09-17,RTP,Reinvent Technology Partners,10.00,10.03,0.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-17,STWO,ACON S2 Acquisition Corp.,10.00,8.21,-17.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-16,SNOW,Snowflake Inc.,120.00,152.50,27.08%,50965500000,28000000,3360000000,245.00,-37.76%,NYSE,Technology,Software - Application,United States,7004,2012,3684186,Buy,,,,2806489000,35.86%,31.53%,1907931000,41.53%,-836097000,,-674535000,832258000,-854103000,-29.79%,-0.40%,5180308000,2308034000
2020-09-16,FROG,JFrog Ltd.,44.00,40.47,-8.02%,4302203820,11568218,509001592,71.27,-43.22%,NASDAQ,Technology,Software - Application,United States,1400,2008,995421,Strong Buy,,,,349886000,24.94%,27.06%,272843000,25.30%,-61256000,,-30756000,-53476000,18371000,-17.51%,1.93%,679123000,383626000
2020-09-16,STEP,StepStone Group Inc.,18.00,35.67,98.17%,2340483483,17500000,315000000,24.75,44.12%,NASDAQ,Financials,Asset Management,United States,956,2007,437928,Hold,0.84,2.36%,-20.45%,527195000,322.63%,,304896000,80.71%,56069000,,138990000,-45659000,-70606000,10.64%,4.99%,761842000,
2020-09-16,EQD,Equity Distribution Acquisition Corp.,10.00,10.02,0.20%,518535008,30000000,300000000,,,,Blank Check / SPAC,Blank Check / SPAC,United States,,2020,,,,,,,,,,,22043442,169.06%,22170105,296092,,,,-17959903,-1476576
2020-09-16,MTCR,"Metacrine, Inc.",13.00,0.58,-95.53%,25484388,6540000,85020000,,,,Healthcare,Biotechnology,United States,10,2014,,,,,,,,,,,,,,,,,,,
2020-09-16,ENPC,Executive Network Partnering Corporation,25.00,9.25,-63.00%,,,,,,,Financial Services,Shell Companies,United States,,2020,,,,,,,,,,,,,,,,,,,
2020-09-15,OM,"Outset Medical, Inc.",27.00,2.38,-91.19%,120203566,9000000,243000000,52.00,-95.42%,NASDAQ,Healthcare,Medical Devices,United States,480,,806537,Buy,,,,130376000,13.00%,-4.69%,29000000,62.62%,-172797000,,-152518000,83026000,43652000,-132.54%,0.40%,122886000,235896000
2020-09-15,SBG,Sandbridge Acquisition Corporation,10.00,8.84,-11.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-15,SAII,"Software Acquisition Group, Inc. II",10.00,8.98,-10.20%,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,
2020-09-11,LSPD,Lightspeed Commerce Inc.,30.50,13.22,-56.66%,2025978220,11650000,355325000,32.00,-58.69%,NYSE,Technology,Software - Application,Canada,3000,2005,637654,Buy,,,,863282000,24.60%,27.03%,372511000,18.39%,-205892000,,-133658000,27799000,-6255000,-23.85%,0.34%,2436222000,776498000
2020-09-11,LEAP,"Ribbit LEAP, Ltd.",10.00,10.02,0.20%,586220096,35000000,350000000,,,,Financial,Capital Markets,United States,,2020,,,,,,,,,,,69778628,,69778628,,,,,-14639351,308034
2020-09-11,BSN,Broadstone Acquisition Corp.,10.00,10.68,6.80%,,,,,,,,,United Kingdom,,2020,,,,,,,,,,,,,,,,,,,
2020-09-11,SNPR,Tortoise Acquisition Corp. II,10.00,9.30,-7.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-11,TWCT,TWC Tech Holdings II Corp.,10.00,10.06,0.60%,,,,,,,Financial Services,Shell Companies,United States,,,,,,,,,,,,,,,,,,,,,
2020-09-10,PIAI,Prime Impact Acquisition I,10.00,10.82,8.20%,137741024,30000000,300000000,,,NYSE,Financials,Shell Companies,United States,,2020,409271,,,,,,,,,,,,,,,,,,
2020-09-10,SVAC,Starboard Value Acquisition Corp.,10.00,9.55,-4.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-10,NSH,"NavSight Holdings, Inc.",10.00,9.41,-5.90%,,,,,,,Financial Services,Shell Companies,United States,,,,,,,,,,,,,,,,,,,,,
2020-09-09,CRHC,Cohn Robbins Holdings Corp.,10.00,10.00,,,,,,,NYSE,Financial Services,Shell Companies,United States,1,2020,,,,,,,,,,,,,,,,,,,
2020-09-09,ITAC,"Industrial Tech Acquisitions, Inc.",10.00,8.20,-18.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-06,HEC,Hudson Executive Investment Corp.,10.00,8.52,-14.80%,,,,,,,Financial Services,Shell Companies,United States,,,,,,,,,,,,,,,,,,,,,
2020-09-04,TWND,Tailwind Acquisition Corp.,10.00,9.72,-2.50%,113564360,30000000,300000000,,,NYSEAMERICAN,Financials,Shell Companies,United States,,2020,98504,,,,,,,,,,12197552,,12476897,,-302273885,,,-18688595,-4419559
2020-09-04,CAPA,HighCape Capital Acquisition Corp.,10.00,10.68,6.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-03,INAQ,INSU Acquisition Corp. II,10.00,18.00,80.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-03,BCTG,BCTG Acquisition Corp.,10.00,10.20,2.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-02,CMLF,"CM Life Sciences, Inc.",10.00,11.60,16.00%,,,,,,,Financial Services,Shell Companies,United States,,,,,,,,,,,,,,,,,,,,,
2020-09-01,PRFX,PainReform Ltd.,8.00,0.84,-89.51%,2075963,2550000,20400000,77.50,-98.92%,NASDAQ,Healthcare,Drug Manufacturers - Specialty & Generic,Israel,7,2007,11910,,,,,,,,,,-9344000,,-9569000,5991000,4616000,,,7239000,7389000
2020-08-31,AUVI,"Applied UV, Inc.",5.00,0.58,-88.49%,2466593,1000000,5000000,718.75,-99.92%,NASDAQ,Consumer Discretionary,"Furnishings, Fixtures & Appliances",United States,131,2012,157872,Strong Buy,,,,40718188,102.18%,55.46%,7826500,93.81%,-14822833,,-7420634,-4841612,11455439,-36.40%,,20107130,-10847497
2020-08-28,GP,GreenPower Motor Company Inc.,20.00,1.84,-90.80%,45983808,,,22.00,-91.64%,NASDAQ,Industrials,Farm & Heavy Construction Machinery,Canada,112,,10569,Strong Buy,,,,49526093,72.53%,-36.28%,7493344,35.92%,-15602843,,-12176056,-825010,2453344,-31.50%,,18052671,19428489
2020-08-28,HCDIQ,Harbor Custom Development Inc,6.00,0.02,-99.74%,42177,2100000,12600000,110.00,-99.99%,OTCMKTS,Real Estate,Real Estate - Development,United States,8,2014,10542,,,,,39360100,-48.85%,-52.88%,-18227400,,-45770900,,-32330100,4326300,36454500,-116.29%,5.26%,51452500,
2020-08-27,XPEV,XPeng Inc.,15.00,7.08,-52.80%,6591413682,85000000,1275000000,23.10,-69.35%,NYSE,Consumer Discretionary,Auto Manufacturers,China,13550,2015,5930787,Buy,,,,2960244147,-21.85%,-34.59%,361916426,-15.08%,-685909168,,-375821316,87102107,1106115811,-23.17%,0.12%,5013389868,2540616177
2020-08-27,CFII,CF Finance Acquisition Corp. II,10.00,9.19,-8.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-27,BTAQ,Burgundy Technology Acquisition Corporation,10.00,10.04,0.40%,,,,,,,,,Cayman Islands,,2020,,,,,,,,,,,,,,,,,,,
2020-08-26,FTOC,FTAC Olympus Acquisition Corp.,10.00,10.76,7.60%,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,
2020-08-21,KYMR,"Kymera Therapeutics, Inc.",20.00,33.35,66.75%,2038075195,7360000,147200000,35.00,-4.71%,NASDAQ,Healthcare,Biotechnology,United States,187,2015,773958,Buy,,,,78592000,67.84%,196.70%,78592000,67.84%,-146962000,,-143201000,139886000,4192000,-186.99%,,394971000,319626000
